Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SQUARE 2,10 Sinaran Drive  #09-22 ,69,Strata,1486000,21536,2001,18-SEP-2009,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
FORTUNE CENTRE,190 Middle Road  #04-28 ,38,Strata,375000,9868,917,18-SEP-2009,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
BURLINGTON SQUARE,175 Bencoolen Street  #01-42 ,41,Strata,683000,16659,1548,17-SEP-2009,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-46 ,40,Strata,263000,6575,611,12-SEP-2009,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PARKLANE SHOPPING MALL,35 Selegie Road  #03-11 ,41,Strata,400000,9756,906,04-SEP-2009,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-60 ,35,Strata,1620000,46286,4300,03-SEP-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-23 ,51,Strata,330000,6471,601,02-SEP-2009,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #03-50/73 ,64,Strata,2950000,46094,4282,28-AUG-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-29 ,38,Strata,550000,14474,1345,27-AUG-2009,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #04-13 ,30,Strata,188000,6267,582,25-AUG-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
WOODGROVE CONDO,4 Woodgrove Drive  #01-63/64 ,52,Strata,180000,3462,322,24-AUG-2009,Retail,99 Yrs From 17/05/1997,Resale,25,73,738208,North Region,Woodlands
SIM LIM SQUARE,1 Rochor Canal Road  #04-29/52 ,72,Strata,3000000,41667,3871,21-AUG-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THOMSON V ONE,9 Sin Ming Road  #B1-02/05 ,165,Strata,1600000,9697,901,19-AUG-2009,Retail,99 Yrs From 08/05/2001,Resale,20,57,575630,Central Region,Bishan
FOOK HAI BUILDING,150 South Bridge Road  #01-18 ,113,Strata,810000,7168,666,19-AUG-2009,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
GOLDEN MILE TOWER,6001 Beach Road  #B1-63 ,51,Strata,570000,11176,1038,18-AUG-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
SQUARE 2,10 Sinaran Drive  #10-22 ,69,Strata,1448850,20998,1951,18-AUG-2009,Retail,99 Yrs From 28/08/2002,New Sale,11,30,307506,Central Region,Novena
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-43 ,58,Strata,620000,10690,993,14-AUG-2009,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-23 ,198,Strata,1638000,8273,769,13-AUG-2009,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-36 ,57,Strata,960000,16842,1565,13-AUG-2009,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-15 ,39,Strata,545000,13974,1298,12-AUG-2009,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SIM LIM SQUARE,1 Rochor Canal Road  #04-18 ,36,Strata,630000,17500,1626,11-AUG-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #B1-82 ,16,Strata,154800,9675,899,11-AUG-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-56 ,29,Strata,480000,16552,1538,07-AUG-2009,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
AQUARIUS BY THE PARK,1 Bedok Reservoir View  #01-07 ,21,Strata,240000,11429,1062,07-AUG-2009,Retail,99 Yrs From 12/06/1996,Resale,16,47,478926,East Region,Bedok
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #01-01 ,41,Strata,872000,21268,1976,07-AUG-2009,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-60 ,28,Strata,250000,8929,829,07-AUG-2009,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
GOLDEN MILE COMPLEX,5001 Beach Road  #02-38 ,23,Strata,232300,10100,938,06-AUG-2009,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #04-10 ,37,Strata,688888,18619,1730,05-AUG-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-30 ,64,Strata,830000,12969,1205,04-AUG-2009,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
SULTAN PLAZA,100 Jalan Sultan  #01-14 ,55,Strata,463000,8418,782,03-AUG-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #01-51 ,72,Strata,3080000,42778,3974,03-AUG-2009,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SULTAN PLAZA,100 Jalan Sultan  #01-15 ,53,Strata,447000,8434,784,03-AUG-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #04-03 ,90,Strata,900000,10000,929,31-JUL-2009,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
SULTAN PLAZA,100 Jalan Sultan  #04-12 ,42,Strata,250000,5952,553,29-JUL-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
BYLANDS BUILDING,135 Middle Road  #01-09 ,28,Strata,250000,8929,829,28-JUL-2009,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #01-81 ,30,Strata,1600000,53333,4955,27-JUL-2009,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-16 ,38,Strata,580000,15263,1418,27-JUL-2009,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
MIDLINK PLAZA,122 Middle Road  #01-08 ,32,Strata,368000,11500,1068,23-JUL-2009,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #04-10 ,27,Strata,260000,9630,895,22-JUL-2009,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #B1-02/03 ,47,Strata,530000,11277,1048,21-JUL-2009,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-36 ,43,Strata,780000,18140,1685,15-JUL-2009,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SOUTHBANK,883 North Bridge Road  #01-11 ,13,Strata,325000,25000,2323,13-JUL-2009,Retail,99 Yrs From 27/01/2006,New Sale,07,19,198785,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #05-69/70 ,51,Strata,1054900,20684,1922,10-JUL-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BURLINGTON SQUARE,175 Bencoolen Street  #01-39 ,30,Strata,700000,23333,2168,10-JUL-2009,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-01 ,78,Strata,750000,9615,893,10-JUL-2009,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
TEXTILE CENTRE,200 Jalan Sultan  #03-29/30 ,161,Strata,800000,4969,462,10-JUL-2009,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
THE BENCOOLEN,180 Bencoolen Street  #01-07 ,47,Strata,2033000,43255,4019,09-JUL-2009,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #06-58 ,32,Strata,944300,29509,2741,07-JUL-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue  #02-31 ,36,Strata,350000,9722,903,07-JUL-2009,Retail,99 Yrs From 01/05/1948,Resale,09,23,239924,Central Region,Museum
PARKLANE SHOPPING MALL,35 Selegie Road  #06-01 ,950,Strata,6000000,6316,587,07-JUL-2009,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #02-16 ,38,Strata,320000,8421,782,07-JUL-2009,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #02-K71B/K89 ,158,Strata,3220000,20380,1893,06-JUL-2009,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
ICB ENTERPRISE HOUSE,116 Middle Road  #07-01 ,102,Strata,650000,6373,592,06-JUL-2009,Retail,99 Yrs From 01/12/1974,Resale,07,18,188972,Central Region,Rochor
PEARLS CENTRE,100 Eu Tong Sen Street  #02-28 ,30,Strata,232000,7733,718,29-JUN-2009,Retail,99 Yrs From 15/10/1969,Resale,01,05,059812,Central Region,Outram
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-28 ,19,Strata,165000,8684,807,19-JUN-2009,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
FU LU SHOU COMPLEX,149 Rochor Road  #01-19/20 ,82,Strata,2220000,27073,2515,19-JUN-2009,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-03 ,32,Strata,342000,10688,993,18-JUN-2009,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
ORCHARD PLAZA,150 Orchard Road  #02-08 ,32,Strata,912000,28500,2648,17-JUN-2009,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-02 ,22,Strata,350000,15909,1478,16-JUN-2009,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-26 ,27,Strata,291000,10778,1001,10-JUN-2009,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PARKWAY CENTRE,1 Marine Parade Central  #02-04 ,94,Strata,931040,9905,920,10-JUN-2009,Retail,99 Yrs From 23/07/1981,Resale,15,44,449408,Central Region,Marine Parade
SUNSHINE PLAZA,91 Bencoolen Street  #01-63 ,24,Strata,380000,15833,1471,08-JUN-2009,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
THE GOLDEN LANDMARK,390 Victoria Street  #02-57 ,29,Strata,375000,12931,1201,05-JUN-2009,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
FOOK HAI BUILDING,150 South Bridge Road  #02-13 ,35,Strata,378000,10800,1003,05-JUN-2009,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-25 ,47,Strata,430000,9149,850,01-JUN-2009,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
THE PLAZA,7500A Beach Road  #04-323 ,101,Strata,790000,7822,727,29-MAY-2009,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-36 ,29,Strata,310000,10690,993,25-MAY-2009,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #02-48 ,22,Strata,1400000,63636,5912,25-MAY-2009,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
GOLDEN MILE TOWER,6001 Beach Road  #02-48 ,22,Strata,230000,10455,971,25-MAY-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #01-22 ,71,Strata,470000,6620,615,19-MAY-2009,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
THE BENCOOLEN,180 Bencoolen Street  #01-33 ,14,Unknown,620000,44286,4114,18-MAY-2009,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #01-55 ,42,Strata,1520000,36190,3362,13-MAY-2009,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE SAIL @ MARINA BAY,2 Marina Boulevard  #B1-05-12 ,322,Strata,5306200,16479,1531,06-MAY-2009,Retail,99 Yrs From 12/08/2002,Resale,01,01,018987,Central Region,Downtown Core
FU LU SHOU COMPLEX,149 Rochor Road  #03-25 ,47,Strata,490000,10426,969,06-MAY-2009,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #04-50 ,29,Strata,263800,9097,845,06-MAY-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
THE SAIL @ MARINA BAY,2 Marina Boulevard  #01-01/02 ETC ,398,Strata,4805040,12073,1122,06-MAY-2009,Retail,99 Yrs From 12/08/2002,Resale,01,01,018987,Central Region,Downtown Core
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-53 ,29,Strata,237000,8172,759,05-MAY-2009,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
GOLDEN MILE TOWER,6001 Beach Road  #01-64 ,26,Strata,260000,10000,929,30-APR-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-K47 ,14,Strata,260000,18571,1725,30-APR-2009,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-20 ,198,Strata,3300000,16667,1548,24-APR-2009,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
SQUARE 2,10 Sinaran Drive  #10-08 ,65,Strata,1400000,21538,2001,23-APR-2009,Retail,99 Yrs From 28/08/2002,New Sale,11,30,307506,Central Region,Novena
GOLDEN MILE TOWER,6001 Beach Road  #02-05 ,24,Strata,210000,8750,813,15-APR-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
ORCHARD PLAZA,150 Orchard Road  #02-09 ,32,Strata,655000,20469,1902,15-APR-2009,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
SIM LIM SQUARE,1 Rochor Canal Road  #05-40 ,52,Strata,1610000,30962,2876,13-APR-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #04-50 ,29,Strata,160000,5517,513,09-APR-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #01-12 ,35,Strata,1080000,30857,2867,07-APR-2009,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-38 ,21,Strata,333000,15857,1473,07-APR-2009,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
FOOK HAI BUILDING,150 South Bridge Road  #02-04 ,24,Strata,272000,11333,1053,07-APR-2009,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
GOLDEN MILE TOWER,6001 Beach Road  #01-64 ,26,Strata,180000,6923,643,04-APR-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
FOOK HAI BUILDING,150 South Bridge Road  #02-24 ,26,Strata,230000,8846,822,31-MAR-2009,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
SULTAN PLAZA,100 Jalan Sultan  #04-46 ,27,Strata,250000,9259,860,31-MAR-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
GOLDEN MILE TOWER,6001 Beach Road  #01-57 ,57,Strata,500000,8772,815,27-MAR-2009,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
MAXWELL HOUSE,20 Maxwell Road  #01-11 ,22,Strata,260000,11818,1098,13-MAR-2009,Retail,99 Yrs From 02/06/1969,Resale,01,06,069113,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-11 ,62,Strata,830000,13387,1244,11-MAR-2009,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #04-37 ,29,Strata,900000,31034,2883,09-MAR-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-61 ,37,Strata,1900000,51351,4771,09-MAR-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
MAYSPRINGS,2 Petir Road  #01-14 ,50,Strata,242000,4840,450,24-FEB-2009,Retail,99 Yrs From 01/12/1994,Resale,23,67,678265,West Region,Bukit Panjang
SULTAN PLAZA,100 Jalan Sultan  #02-41 ,63,Strata,380000,6032,560,23-FEB-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #04-02C ,25,Strata,770000,30800,2861,17-FEB-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #03-31 ,42,Strata,280000,6667,619,07-FEB-2009,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #02-61 ,29,Strata,400000,13793,1281,21-JAN-2009,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #03-26 ,38,Strata,480000,12632,1174,20-JAN-2009,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THOMSON PLAZA,301 Upper Thomson Road  #01-94/93 ,38,Strata,850000,22368,2078,09-JAN-2009,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
EASTWOOD CENTRE,20 Eastwood Road  #01-02/01 ,102,Strata,900000,8824,820,02-JAN-2009,Retail,99 Yrs From 06/11/1995,Resale,16,48,486442,East Region,Bedok
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #01-16A ,328,Strata,2500000,7622,708,09-DEC-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #02-52 ,19,Strata,275000,14474,1345,02-DEC-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
GOLDEN MILE TOWER,6001 Beach Road  #02-05 ,24,Strata,145000,6042,561,27-NOV-2008,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
THE GOLDEN LANDMARK,390 Victoria Street  #01-45 ,58,Strata,650000,11207,1041,24-NOV-2008,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #01-55 ,47,Strata,430000,9149,850,03-NOV-2008,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
ORCHARD PLAZA,150 Orchard Road  #03-21 ,29,Strata,485000,16724,1554,29-OCT-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
SIM LIM SQUARE,1 Rochor Canal Road  #06-14 ,53,Strata,513900,9696,901,23-OCT-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #01-40 ,50,Strata,2500000,50000,4645,23-OCT-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SQUARE 2,10 Sinaran Drive  #10-09 ,65,Strata,1680000,25846,2401,16-OCT-2008,Retail,99 Yrs From 28/08/2002,New Sale,11,30,307506,Central Region,Novena
SQUARE 2,10 Sinaran Drive  #10-10 ,65,Strata,1680000,25846,2401,16-OCT-2008,Retail,99 Yrs From 28/08/2002,New Sale,11,30,307506,Central Region,Novena
GOLDEN MILE TOWER,6001 Beach Road  #02-69 ,26,Strata,245000,9423,875,29-SEP-2008,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #02-20 ,43,Strata,383177,8911,828,25-SEP-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-61G ,18,Strata,50000,2778,258,22-SEP-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-14 ,53,Strata,400000,7547,701,18-SEP-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
HIGH STREET CENTRE,1 North Bridge Road  #01-36 ,91,Strata,1900000,20879,1940,17-SEP-2008,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SIM LIM SQUARE,1 Rochor Canal Road  #03-37 ,38,Strata,480000,12632,1174,12-SEP-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #01-10 ,56,Strata,1760000,31429,2920,11-SEP-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
CONCORDE HOTEL AND SHOPPING MALL,100 Orchard Road  #02-57 ,22,Strata,350000,15909,1478,04-SEP-2008,Retail,99 Yrs From 17/08/1979,Resale,09,23,238840,Central Region,Orchard
HIGH STREET CENTRE,1 North Bridge Road  #01-04 ,32,Strata,345000,10781,1002,01-SEP-2008,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SPRINGLEAF TOWER,3 Anson Road  #01-03 ,900,Strata,5900000,6556,609,01-SEP-2008,Retail,99 Yrs From 01/10/1996,Resale,02,07,079909,Central Region,Downtown Core
THOMSON V ONE,9 Sin Ming Road  #02-01 ,150,Strata,2100000,14000,1301,26-AUG-2008,Retail,99 Yrs From 08/05/2001,New Sale,20,57,575630,Central Region,Bishan
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-37 ,51,Strata,518000,10157,944,22-AUG-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-39 ,23,Strata,450000,19565,1818,15-AUG-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-19 ,29,Strata,500000,17241,1602,11-AUG-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
FORTUNE CENTRE,190 Middle Road  #01-11 ,68,Strata,2120000,31176,2896,11-AUG-2008,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #01-02 ,24,Strata,1100000,45833,4258,30-JUL-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
HIGH STREET CENTRE,1 North Bridge Road  #03-41 ,192,Strata,2100000,10938,1016,30-JUL-2008,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #02-10 ,42,Strata,928000,22095,2053,25-JUL-2008,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE GOLDEN LANDMARK,390 Victoria Street  #02-21 ,28,Strata,358000,12786,1188,25-JUL-2008,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-78 ,25,Strata,672769,26911,2500,22-JUL-2008,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-16 ,38,Strata,500000,13158,1222,12-JUL-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-29 ,20,Strata,425000,21250,1974,12-JUL-2008,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-16 ,64,Strata,700000,10938,1016,08-JUL-2008,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
ORCHARD PLAZA,150 Orchard Road  #02-06 ,32,Strata,1100000,34375,3194,07-JUL-2008,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
FU LU SHOU COMPLEX,149 Rochor Road  #03-27 ,115,Strata,1121495,9752,906,07-JUL-2008,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #03-17 ,23,Strata,232500,10109,939,30-JUN-2008,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
THE BENCOOLEN,180 Bencoolen Street  #01-92 ,15,Strata,620000,41333,3840,30-JUN-2008,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #01-65D ,18,Strata,220000,12222,1135,26-JUN-2008,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-45 ,57,Strata,690000,12105,1125,13-JUN-2008,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-61 ,25,Strata,350000,14000,1301,12-JUN-2008,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
